target,model,R2_loso,RMSE,MAE,spearman,spearman_p
fwd_freq_hz,scalar,-0.5412520491263102,17.10426229534793,15.21088329528196,-0.3142857142857143,0.5440932944606414
fwd_freq_hz,per-surface,-1.5034319494532404,21.798941686058942,20.24334618403842,-0.48571428571428577,0.3287230320699709
fwd_freq_hz,flux-surface,-6.7692329272365726,38.4022424701821,24.43072768987305,0.3142857142857143,0.5440932944606414
seed_time_to_next,scalar,-0.17493838112490834,0.05988006048719382,0.04080391898135324,-0.14285714285714288,0.7871720116618075
seed_time_to_next,per-surface,-1.0153107589461459,0.07842340535806754,0.059911117386147156,-0.08571428571428573,0.8717434402332361
seed_time_to_next,flux-surface,-4.589235640987954,0.13060232091559504,0.10476457945530816,0.3714285714285715,0.46847813411078715
